jg.note	rat.owner	rat.ds	rat.sub	rat.ses	rat.ID.orig	rat.session.date	rat.strain	rat.gender	rat.age	rat.weight	rat.vendor.source	rat.breeding.source	rat.comment	exp.type	anesthesia.induction	anesthesia.induction.dose	anesthesia.maintenance	anesthesia.maintenance.dose	anesthesia.post.induction.time	anesthesia.breathing.assistance	anesthesia.breathing.rate	anesthesia.heart.rate	anesthesia.temperature	anesthesia.pCO2	anesthesia.comment	MRI.vendor	MRI.console	MRI.field.strength	MRI.coil.setup	MRI.coil.design	MRI.comment	anat.sequence	anat.contrast	anat.TR	anat.TE	func.sequence	func.TR	func.TE	func.FA	func.resolution	func.n.slices	func.slice.thickness	func.slice.gap	func.volume	func.acceleration.factor	func.shim	func.shim.order	func.bandwidth	func.FOVsat	func.readout.dir	func.comment	func.sensory.system	func.sensory.stimulation	func.sensory.design	func.sebnsory.comment					
added 04092111	Nikko	01013	1013006	1	sub-14	19.01.2018	Wistar	F	3 - 10 months	310	Charles Rivers		exact age unknown	resting-state	isoflurane	5	medetomidine	0.05 mg/kg bolus + 0.1 mg/kg/h infusion	161	free-breathing	90.7	270.96	37.12		route IV, supine position	Bruker		9.4	T volume 86 mm / R surface 4-channel	phased array		turboRARE	T2	5.225	0.033	GE-EPI	1.5	0.015	90	0.2	30	0.5	0	220	1	mapshim	1st + 2nd	384 kHz	no	LR										
added 04092112	Nikko	01013	1013007	1	sub-15	22.01.2018	Wistar	F	3 - 10 months	330	Charles Rivers		exact age unknown	resting-state	isoflurane	5	medetomidine	0.05 mg/kg bolus + 0.1 mg/kg/h infusion	148	free-breathing	113.08	238.68	36.97		route IV, supine position	Bruker		9.4	T volume 86 mm / R surface 4-channel	phased array		turboRARE	T2	5.225	0.033	GE-EPI	1.5	0.015	90	0.2	30	0.5	0	220	1	mapshim	1st + 2nd	375 kHz	no	LR										
added 04092113	Nikko	01013	1013008	1	sub-16	24.01.2018	Wistar	F	3 - 10 months	360	Charles Rivers		exact age unknown	resting-state	isoflurane	5	medetomidine	0.05 mg/kg bolus + 0.1 mg/kg/h infusion	191	free-breathing	84.97	205.06	37.01		route IV, supine position	Bruker		9.4	T volume 86 mm / R surface 4-channel	phased array		turboRARE	T2	5.225	0.033	GE-EPI	1.5	0.015	90	0.2	30	0.5	0	220	1	mapshim	1st + 2nd	385 kHz	no	LR										
added 04092114	Nikko	01013	1013009	1	sub-17	25.01.2018	Wistar	F	3 - 10 months	305	Charles Rivers		exact age unknown	resting-state	isoflurane	5	medetomidine	0.05 mg/kg bolus + 0.1 mg/kg/h infusion	166	free-breathing	110.33	283.49	37.48		route IV, supine position	Bruker		9.4	T volume 86 mm / R surface 4-channel	phased array		turboRARE	T2	5.225	0.033	GE-EPI	1.5	0.015	90	0.2	30	0.5	0	220	1	mapshim	1st + 2nd	375 kHz	no	LR										
added 04092020	KHChuang	02001	2001000	1	s_20121214_01		Wistar	male	10-15 wk	300-400		in-house		sensory evoked	iso	3%	iso	1.30%	1.5h		50-60		36.5±0.5			Varian		9.4T	T+R	RT-single loop		FSE		2.5	0.04	SE-EPI	2	0.045	90	0.4x0.4	12	1	0.1	150	0	3Dshim	2nd	250000	yes	LR		forepaw	electrical	block: 60s OFF - 20s ON - 60s OFF - 20s ON - 60s OFF - 20s ON - 60s OFF	both forepaw					
added 04092021	KHChuang	02001	2001001	1	s_20121229_02		Wistar	male	10-15 wk	300-401		in-house		sensory evoked	iso	3%	iso	1.30%	1.5h		50-61		36.5±0.6			Varian		9.4T	T+R	RT-single loop		FSE		2.5	0.04	SE-EPI	2	0.045	90	0.4x0.5	12	1	0.1	150	0	3Dshim	2nd	250000	yes	LR		forepaw	electrical	block: 60s OFF - 20s ON - 60s OFF - 20s ON - 60s OFF - 20s ON - 60s OFF	both forepaw					
added 04092022	KHChuang	02001	2001002	1	s_20130103_02		Wistar	male	10-15 wk	300-402		in-house		sensory evoked	iso	3%	iso	1.30%	1.5h		50-62		36.5±0.7			Varian		9.4T	T+R	RT-single loop		FSE		2.5	0.04	SE-EPI	2	0.045	90	0.4x0.6	12	1	0.1	150	0	3Dshim	2nd	250000	yes	LR		forepaw	electrical	block: 60s OFF - 20s ON - 60s OFF - 20s ON - 60s OFF - 20s ON - 60s OFF	both forepaw					
added 04092023	KHChuang	02001	2001003	1	s_20130108_01		Wistar	male	10-15 wk	300-403		in-house		sensory evoked	iso	3%	iso	1.30%	1.5h		50-63		36.5±0.8			Varian		9.4T	T+R	RT-single loop		FSE		2.5	0.04	SE-EPI	2	0.045	90	0.4x0.7	12	1	0.1	150	0	3Dshim	2nd	250000	yes	LR		forepaw	electrical	block: 60s OFF - 20s ON - 60s OFF - 20s ON - 60s OFF - 20s ON - 60s OFF	both forepaw					
added 04092024	KHChuang	02001	2001004	1	s_20130205_01		Wistar	male	10-15 wk	300-404		in-house		sensory evoked	iso	3%	iso	1.30%	1.5h		50-64		36.5±0.9			Varian		9.4T	T+R	RT-single loop		FSE		2.5	0.04	SE-EPI	2	0.045	90	0.4x0.8	12	1	0.1	150	0	3Dshim	2nd	250000	yes	LR		forepaw	electrical	block: 60s OFF - 20s ON - 60s OFF - 20s ON - 60s OFF - 20s ON - 60s OFF	both forepaw					
added 04092025	KHChuang	02001	2001005	1	s_20130207_01		Wistar	male	10-15 wk	300-405		in-house		sensory evoked	iso	3%	iso	1.30%	1.5h		50-65		36.5±0.10			Varian		9.4T	T+R	RT-single loop		FSE		2.5	0.04	SE-EPI	2	0.045	90	0.4x0.9	12	1	0.1	150	0	3Dshim	2nd	250000	yes	LR		forepaw	electrical	block: 60s OFF - 20s ON - 60s OFF - 20s ON - 60s OFF - 20s ON - 60s OFF	both forepaw					
added 04092026	KHChuang	02001	2001006	1	s_20130210_01		Wistar	male	10-15 wk	300-406		in-house		sensory evoked	iso	3%	iso	1.30%	1.5h		50-66		36.5±0.11			Varian		9.4T	T+R	RT-single loop		FSE		2.5	0.04	SE-EPI	2	0.045	90	0.4x0.10	12	1	0.1	150	0	3Dshim	2nd	250000	yes	LR		forepaw	electrical	block: 60s OFF - 20s ON - 60s OFF - 20s ON - 60s OFF - 20s ON - 60s OFF	both forepaw					
added 04092027	KHChuang	02001	2001007	1	s_20130210_02		Wistar	male	10-15 wk	300-407		in-house		sensory evoked	iso	3%	iso	1.30%	1.5h		50-67		36.5±0.12			Varian		9.4T	T+R	RT-single loop		FSE		2.5	0.04	SE-EPI	2	0.045	90	0.4x0.11	12	1	0.1	150	0	3Dshim	2nd	250000	yes	LR		forepaw	electrical	block: 60s OFF - 20s ON - 60s OFF - 20s ON - 60s OFF - 20s ON - 60s OFF	both forepaw					
added 04092028	KHChuang	02001	2001008	1	s_20130211_01		Wistar	male	10-15 wk	300-408		in-house		sensory evoked	iso	3%	iso	1.30%	1.5h		50-68		36.5±0.13			Varian		9.4T	T+R	RT-single loop		FSE		2.5	0.04	SE-EPI	2	0.045	90	0.4x0.12	12	1	0.1	150	0	3Dshim	2nd	250000	yes	LR		forepaw	electrical	block: 60s OFF - 20s ON - 60s OFF - 20s ON - 60s OFF - 20s ON - 60s OFF	both forepaw					
added 04092029	KHChuang	02001	2001009	1	s_20130218_01		Wistar	male	10-15 wk	300-409		in-house		sensory evoked	iso	3%	iso	1.30%	1.5h		50-69		36.5±0.14			Varian		9.4T	T+R	RT-single loop		FSE		2.5	0.04	SE-EPI	2	0.045	90	0.4x0.13	12	1	0.1	150	0	3Dshim	2nd	250000	yes	LR		forepaw	electrical	block: 60s OFF - 20s ON - 60s OFF - 20s ON - 60s OFF - 20s ON - 60s OFF	both forepaw					
added 04092029	NickTodd	02002	2002000	1	1	3/2/2018	Sprague-Dawley	M	unknown	257 - 384 g	Charles River			sensory-evoked	ketamine / xylazine	80 / 10 (mg/kg)	isoflurane and medetomidine	0.25% iso and ~0.015 mg/kg/hr med.	1 - 2 hours	free breathing	35 - 65 bpm	not measured	~34 - 37 C	not measured		Bruker	Paravision 5	7 T	T + R	Rx only single loop		RARE	T2	6.5	0.05	GE-EPI	1.5	0.018	65	0.5 x 0.5 x 1.0 mm	18	1.0 mm	0.2 mm	325	none	MAP Shim	unknown		no	L/R		hind paw (bilateral)	electric	block	30, 120, 210, 200, 390, 480	6				
added 04092030	NickTodd	02002	2002001	1	2	3/27/2018	Sprague-Dawley	M	unknown	257 - 384 g	Charles River			sensory-evoked	ketamine / xylazine	80 / 10 (mg/kg)	isoflurane and medetomidine	0.25% iso and ~0.015 mg/kg/hr med.	1 - 2 hours	free breathing	35 - 65 bpm	not measured	~34 - 37 C	not measured		Bruker	Paravision 5	7 T	T + R	Rx only single loop		RARE	T2	6.5	0.05	GE-EPI	1.5	0.018	65	0.5 x 0.5 x 1.0 mm	18	1.0 mm	0.2 mm	325	none	MAP Shim	unknown		no	L/R		hind paw (bilateral)	electric	block	33, 123, 213, 303, 393, 483	6				
added 04092031	NickTodd	02002	2002002	1	3	4/10/2018	Sprague-Dawley	M	unknown	257 - 384 g	Charles River			sensory-evoked	ketamine / xylazine	80 / 10 (mg/kg)	isoflurane and medetomidine	0.25% iso and ~0.015 mg/kg/hr med.	1 - 2 hours	free breathing	35 - 65 bpm	not measured	~34 - 37 C	not measured		Bruker	Paravision 5	7 T	T + R	Rx only single loop		RARE	T2	6.5	0.05	GE-EPI	1.5	0.018	65	0.5 x 0.5 x 1.0 mm	18	1.0 mm	0.2 mm	325	none	MAP Shim	unknown		no	L/R		hind paw (bilateral)	electric	block	33, 123, 213, 303, 393, 483	6				
added 04092032	NickTodd	02002	2002003	1	4	4/11/2018	Sprague-Dawley	M	unknown	257 - 384 g	Charles River			sensory-evoked	ketamine / xylazine	80 / 10 (mg/kg)	isoflurane and medetomidine	0.25% iso and ~0.015 mg/kg/hr med.	1 - 2 hours	free breathing	35 - 65 bpm	not measured	~34 - 37 C	not measured		Bruker	Paravision 5	7 T	T + R	Rx only single loop		RARE	T2	6.5	0.05	GE-EPI	1.5	0.018	65	0.5 x 0.5 x 1.0 mm	18	1.0 mm	0.2 mm	325	none	MAP Shim	unknown		no	L/R		hind paw (bilateral)	electric	block	33, 123, 213, 303, 393, 483	6				
added 04092033	NickTodd	02002	2002004	1	5	4/26/2018	Sprague-Dawley	M	unknown	257 - 384 g	Charles River			sensory-evoked	ketamine / xylazine	80 / 10 (mg/kg)	isoflurane and medetomidine	0.25% iso and ~0.015 mg/kg/hr med.	1 - 2 hours	free breathing	35 - 65 bpm	not measured	~34 - 37 C	not measured		Bruker	Paravision 5	7 T	T + R	Rx only single loop		RARE	T2	6.5	0.05	GE-EPI	1.5	0.018	65	0.5 x 0.5 x 1.0 mm	18	1.0 mm	0.2 mm	325	none	MAP Shim	unknown		no	L/R		hind paw (bilateral)	electric	block	33, 123, 213, 303, 393, 483	6				
added 04092034	NickTodd	02002	2002005	1	6	5/1/2018	Sprague-Dawley	M	unknown	257 - 384 g	Charles River			sensory-evoked	ketamine / xylazine	80 / 10 (mg/kg)	isoflurane and medetomidine	0.25% iso and ~0.015 mg/kg/hr med.	1 - 2 hours	free breathing	35 - 65 bpm	not measured	~34 - 37 C	not measured		Bruker	Paravision 5	7 T	T + R	Rx only single loop		RARE	T2	6.5	0.05	GE-EPI	1.5	0.018	65	0.5 x 0.5 x 1.0 mm	18	1.0 mm	0.2 mm	325	none	MAP Shim	unknown		no	L/R		hind paw (bilateral)	electric	block	33, 123, 213, 303, 393, 483	6				
added 04092035	NickTodd	02002	2002006	1	7	6/5/2018	Sprague-Dawley	M	unknown	257 - 384 g	Charles River			sensory-evoked	ketamine / xylazine	80 / 10 (mg/kg)	isoflurane and medetomidine	0.25% iso and ~0.015 mg/kg/hr med.	1 - 2 hours	free breathing	35 - 65 bpm	not measured	~34 - 37 C	not measured		Bruker	Paravision 5	7 T	T + R	Rx only single loop		RARE	T2	6.5	0.05	GE-EPI	1.5	0.018	65	0.5 x 0.5 x 1.0 mm	18	1.0 mm	0.2 mm	325	none	MAP Shim	unknown		no	L/R		hind paw (bilateral)	electric	block	33, 123, 213, 303, 393, 483	6				
added 04092036	NickTodd	02002	2002007	1	8	6/26/2018	Sprague-Dawley	M	unknown	257 - 384 g	Charles River			sensory-evoked	ketamine / xylazine	80 / 10 (mg/kg)	isoflurane and medetomidine	0.25% iso and ~0.015 mg/kg/hr med.	1 - 2 hours	free breathing	35 - 65 bpm	not measured	~34 - 37 C	not measured		Bruker	Paravision 5	7 T	T + R	Rx only single loop		RARE	T2	6.5	0.05	GE-EPI	1.5	0.018	65	0.5 x 0.5 x 1.0 mm	18	1.0 mm	0.2 mm	325	none	MAP Shim	unknown		no	L/R		hind paw (bilateral)	electric	block	33, 123, 213, 303, 393, 483	6				
added 04092037	NickTodd	02002	2002008	1	9	7/26/2018	Sprague-Dawley	M	unknown	257 - 384 g	Charles River			sensory-evoked	ketamine / xylazine	80 / 10 (mg/kg)	isoflurane and medetomidine	0.25% iso and ~0.015 mg/kg/hr med.	1 - 2 hours	free breathing	35 - 65 bpm	not measured	~34 - 37 C	not measured		Bruker	Paravision 5	7 T	T + R	Rx only single loop		RARE	T2	6.5	0.05	GE-EPI	1.5	0.018	65	0.5 x 0.5 x 1.0 mm	18	1.0 mm	0.2 mm	325	none	MAP Shim	unknown		no	L/R		hind paw (bilateral)	electric	block	33, 123, 213, 303, 393, 483	6				
added 04092037	Faber	02003	2003000	1	2	1	F344	female	> 3 month	169	Charles River			sensory	ISO	5 % Iso in 1L/min O2 followed by 1.2-1.5 % Iso in compessed air/oxygen 0.75/0.25	MED	MED bolus 0.04 mg/kg, maintanance 0.05 mg/kg	426	free breathing	60	na	37	na	/	Bruker	Advance III	9.4	1 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	65	350 x 325 µm	9	1.2	0	600	1.142857143	mapshim	1st, 2nd	192307.6923	yes	LR	/	front paw	electrical 9 Hz 1 mA, 1 ms pulse lenght, 10s off - 5s on -15 s off	block	BOLD on the left					
added 04092038	Faber	02003	2003001	1	3	1	F344	female	> 3 month	183	Charles River			sensory	ISO	5 % Iso in 1L/min O2 followed by 1.2-1.5 % Iso in compessed air/oxygen 0.75/0.25	MED	MED bolus 0.04 mg/kg, maintanance 0.05 mg/kg	336	free breathing	62	na	37	na	/	Bruker	Advance III	9.4	1 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	65	350 x 325 µm	9	1.2	0	600	1.142857143	mapshim	1st, 2nd	192307.6923	yes	LR	/	front paw	electrical 9 Hz 1 mA, 1 ms pulse lenght, 10s off - 5s on -15 s off	block	the readoffset of the anatomy was -0.9 (instead of 0); BOLD on the left					
added 04092039	Faber	02003	2003002	1	4	1	F344	female	> 3 month	171	Charles River			sensory	ISO	5 % Iso in 1L/min O2 followed by 1.2-1.5 % Iso in compessed air/oxygen 0.75/0.25	MED	MED bolus 0.04 mg/kg, maintanance 0.05 mg/kg	364	free breathing	64	na	37.2	na	/	Bruker	Advance III	9.4	1 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	65	350 x 325 µm	9	1.2	0	600	1.142857143	mapshim	1st, 2nd	192307.6923	yes	LR	/	front paw	electrical 9 Hz 1 mA, 1 ms pulse lenght, 10s off - 5s on -15 s off	block	BOLD on the left					
added 04092040	Faber	02003	2003003	1	5	1	F344	female	> 3 month	167	Charles River			sensory	ISO	5 % Iso in 1L/min O2 followed by 1.2-1.5 % Iso in compessed air/oxygen 0.75/0.25	MED	MED bolus 0.04 mg/kg, maintanance 0.05 mg/kg	352	free breathing	45	na	37.2	na	/	Bruker	Advance III	9.4	1 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	65	350 x 325 µm	9	1.2	0	600	1.142857143	mapshim	1st, 2nd	192307.6923	yes	LR	/	front paw	electrical 9 Hz 1 mA, 1 ms pulse lenght, 10s off - 5s on -15 s off	block	BOLD on the left					
added 04092041	Faber	02003	2003004	1	6	1	F344	female	> 3 month	167	Charles River			sensory	ISO	5 % Iso in 1L/min O2 followed by 1.2-1.5 % Iso in compessed air/oxygen 0.75/0.25	MED	MED bolus 0.04 mg/kg, maintanance 0.05 mg/kg	91	free breathing	57	na	37.3	na	/	Bruker	Advance III	9.4	1 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	65	350 x 325 µm	9	1.2	0	600	1.142857143	mapshim	1st, 2nd	192307.6923	yes	LR	/	front paw	electrical 9 Hz 1 mA, 1 ms pulse lenght, 10s off - 5s on -15 s off	block	BOLD on the left					
added 04092042	Faber	02003	2003005	1	7	1	F344	female	> 3 month	188	Charles River			sensory	ISO	5 % Iso in 1L/min O2 followed by 1.2-1.5 % Iso in compessed air/oxygen 0.75/0.25	MED	MED bolus 0.04 mg/kg, maintanance 0.05 mg/kg	194	free breathing	71	na	37.6	na	/	Bruker	Advance III	9.4	2 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	65	350 x 325 µm	9	1.2	0	600	1.142857143	mapshim	1st, 2nd	192307.6923	yes	LR	/	front paw	electrical 9 Hz 1 mA, 1 ms pulse lenght, 10s off - 5s on -15 s off	block	fiber in thalamus; BOLD on the left					
added 04092043	Faber	02003	2003006	1	8	1	F344	female	> 3 month	167	Charles River			sensory	ISO	5 % Iso in 1L/min O2 followed by 1.2-1.5 % Iso in compessed air/oxygen 0.75/0.25	MED	MED bolus 0.04 mg/kg, maintanance 0.05 mg/kg	86	free breathing	41	na	36.7	na	/	Bruker	Advance III	9.4	1 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	65	350 x 325 µm	9	1.2	0	600	1.142857143	mapshim	1st, 2nd	192307.6923	yes	LR	/	front paw	electrical 9 Hz 1 mA, 1 ms pulse lenght, 10s off - 5s on -15 s off	block	BOLD on the left					
added 04092044	Faber	02003	2003007	1	9	1	F344	female	> 3 month	184	Charles River			sensory	ISO	5 % Iso in 1L/min O2 followed by 1.2-1.5 % Iso in compessed air/oxygen 0.75/0.25	MED	MED bolus 0.04 mg/kg, maintanance 0.05 mg/kg	151	free breathing	38	na	36.8	na	/	Bruker	Advance III	9.4	1 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	65	350 x 325 µm	9	1.2	0	600	1.142857143	mapshim	1st, 2nd	192307.6923	yes	LR	/	front paw	electrical 9 Hz 1 mA, 1 ms pulse lenght, 10s off - 5s on -15 s off	block	fiber in S1Fl; BOLD on the right					
added 04092045	Faber	02003	2003008	1	10	1	F344	female	> 3 month	182	Charles River			sensory	ISO	5 % Iso in 1L/min O2 followed by 1.2-1.5 % Iso in compessed air/oxygen 0.75/0.25	MED	MED bolus 0.04 mg/kg, maintanance 0.05 mg/kg	90	free breathing	52	na	36.5	na	/	Bruker	Advance III	9.4	1 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	65	350 x 325 µm	9	1.2	0	600	1.142857143	mapshim	1st, 2nd	192307.6923	yes	LR	/	front paw	electrical 9 Hz 1 mA, 1 ms pulse lenght, 10s off - 5s on -15 s off	block	BOLD on the left					
added 04092046	Faber	02003	2003009	1	11	1	F344	female	> 3 month	166	Charles River			sensory	ISO	5 % Iso in 1L/min O2 followed by 1.2-1.5 % Iso in compessed air/oxygen 0.75/0.25	MED	MED bolus 0.04 mg/kg, maintanance 0.05 mg/kg	72	free breathing	62	na	37	na	/	Bruker	Advance III	9.4	1 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	65	350 x 325 µm	9	1.2	0	600	1.142857143	mapshim	1st, 2nd	192307.6923	yes	LR	/	front paw	electrical 9 Hz 1 mA, 1 ms pulse lenght, 10s off - 5s on -15 s off	block	BOLD on the right					
added 04092047	Faber	02004	2004000	1	12	1	F344	female	> 3 month	201		in house		sensory	ISO	5 % Iso in 1L/min O2 followed by 1.2-1.5 % Iso in compessed air/oxygen 0.75/0.25	MED	MED bolus 0.04 mg/kg, maintanance 0.05 mg/kg	423	ventilated	50-55	na	36.9	3	pCO2 was stable, but not calibrated, most likely 5%	Bruker	Advance III	9.4	2 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	60	350 x 325 µm	9	1.2	0	600	1	mapshim	1st, 2nd	217391.3043	yes	LR	/	front paw	electrical 9 Hz 1.5 mA, 1 ms pulse lenght, 10s off - 5s on -15 s off	block	the readoffset of the anatomy was -0,804413815785366 (instead of 0); BOLD on the right					
added 04092048	Faber	02004	2004001	1	13	1	F344	female	> 3 month	200	Charles River			sensory	ISO	5 % Iso in 1L/min O2 followed by 1.2-1.5 % Iso in compessed air/oxygen 0.75/0.25	MED	MED bolus 0.04 mg/kg, maintanance 0.05 mg/kg	165	ventilated	50-55	na	36.1	2.2	pCO2 was stable, but not calibrated, most likely 5%	Bruker	Advance III	9.4	1 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	60	350 x 325 µm	9	1.2	0	600	1	mapshim	1st, 2nd	217391.3043	yes	LR	/	front paw	electrical 9 Hz 1.5 mA, 1 ms pulse lenght, 10s off - 5s on -15 s off	block	the readoffset of the anatomy was 0,0707143086906729 (instead of 0); BOLD on the right					
added 04092049	Faber	02004	2004002	1	14	1	F344	female	> 3 month	177	Charles River			sensory	ISO	5 % Iso in 1L/min O2 followed by 1.2-1.5 % Iso in compessed air/oxygen 0.75/0.25	MED	MED bolus 0.04 mg/kg, maintanance 0.05 mg/kg	322	ventilated	50	na	36.9	3.5	pCO2 was stable, but not calibrated, most likely 5%	Bruker	Advance III	9.4	2 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	65	350 x 325 µm	9	1.2	0	600	1.142857143	mapshim	1st, 2nd	192307.6923	yes	LR	/	front paw	electrical 9 Hz 1.5 mA, 1 ms pulse lenght, 10s off - 5s on -15 s off	block	fiber in thalamus; BOLD on the right					
added 04092050	Faber	02004	2004003	1	15	1	F344	female	> 3 month	183		in house		sensory	ISO	5 % Iso in 1L/min O2 followed by 1.2-1.5 % Iso in compessed air/oxygen 0.75/0.25	MED	MED bolus 0.04 mg/kg, maintanance 0.05 mg/kg	191	ventilated	50-55	na	36.7	3.3	pCO2 was stable, but not calibrated, most likely 5%	Bruker	Advance III	9.4	2 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	65	350 x 325 µm	9	1.2	0	600	1.142857143	mapshim	1st, 2nd	192307.6923	yes	LR	/	front paw	electrical 9 Hz 1.5 mA, 1 ms pulse lenght, 10s off - 5s on -15 s off	block	BOLD on the right					
added 04092051	Faber	02004	2004004	1	16	1	F344	female	> 3 month	181		in house		sensory	ISO	5 % Iso in 1L/min O2 followed by 1.2-1.5 % Iso in compessed air/oxygen 0.75/0.25	MED	MED bolus 0.04 mg/kg, maintanance 0.05 mg/kg	215	ventilated	50-55	na	36.8	3.3	pCO2 was stable, but not calibrated, most likely 5%	Bruker	Advance III	9.4	2 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	65	350 x 325 µm	9	1.2	0	600	1.142857143	mapshim	1st, 2nd	192307.6923	yes	LR	/	front paw	electrical 9 Hz 1.5 mA, 1 ms pulse lenght, 10s off - 5s on -15 s off	block	fiber in S1Fl; BOLD on the right					
added 04092052	Faber	02004	2004005	1	17	1	F344	female	> 3 month	188		in house		sensory	ISO	5 % Iso in 1L/min O2 followed by 1.2-1.5 % Iso in compessed air/oxygen 0.75/0.25	MED	MED bolus 0.04 mg/kg, maintanance 0.05 mg/kg	197	ventilated	50-55	na	36.7	5.6	pCO2 was stable, but not calibrated, most likely 5%	Bruker	Advance III	9.4	2 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	60	350 x 325 µm	9	1.2	0	600	1	mapshim	1st, 2nd	217391.3043	yes	LR	/	front paw	electrical 9 Hz 1.5 mA, 1 ms pulse lenght, 10s off - 5s on -15 s off	block	fiber in S1Fl; BOLD on the right					
added 04092053	Faber	02004	2004006	1	18	1	F344	female	> 3 month	173		in house		sensory	ISO	5 % Iso in 1L/min O2 followed by 1.2-1.5 % Iso in compessed air/oxygen 0.75/0.25	MED	MED bolus 0.04 mg/kg, maintanance 0.05 mg/kg	447	ventilated	53	na	37.4	2.7	pCO2 was stable, but not calibrated, most likely 5%	Bruker	Advance III	9.4	2 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	60	350 x 325 µm	9	1.2	0	600	1	mapshim	1st, 2nd	217391.3043	yes	LR	/	front paw	electrical 9 Hz 1.5 mA, 1 ms pulse lenght, 10s off - 5s on -15 s off	block	BOLD on the left					
added 04092054	Faber	02004	2004007	1	19	1	F344	female	> 3 month	183	Charles River			sensory	ISO	5 % Iso in 1L/min O2 followed by 1.2-1.5 % Iso in compessed air/oxygen 0.75/0.25	MED	MED bolus 0.04 mg/kg, maintanance 0.05 mg/kg	268	ventilated	53	na	37.5	2.2	pCO2 was stable, but not calibrated, most likely 5%	Bruker	Advance III	9.4	1 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	60	350 x 325 µm	9	1.2	0	600	1	mapshim	1st, 2nd	217391.3043	yes	LR	/	front paw	electrical 9 Hz 1.5 mA, 1 ms pulse lenght, 10s off - 5s on -15 s off	block	fiber in S1Fl; BOLD on the right					
added 04092055	Faber	02004	2004008	1	20	1	F344	female	> 3 month	204		in house		sensory	ISO	5 % Iso in 1L/min O2 followed by 1.2-1.5 % Iso in compessed air/oxygen 0.75/0.25	MED	MED bolus 0.04 mg/kg, maintanance 0.05 mg/kg	177	ventilated	53	na	36.1	2.8	pCO2 was stable, but not calibrated, most likely 5%	Bruker	Advance III	9.4	2 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	60	350 x 325 µm	9	1.2	0	600	1	mapshim	1st, 2nd	217391.3043	yes	LR	/	front paw	electrical 9 Hz 1.5 mA, 1 ms pulse lenght, 10s off - 5s on -15 s off	block	fiber in S1Fl; the readoffset of the anatomy was 1,24199456423929 (instead of 0); BOLD on the right					
added 04092056	Faber	02004	2004009	1	21	1	F344	female	> 3 month	194		in house		sensory	ISO	5 % Iso in 1L/min O2 followed by 1.2-1.5 % Iso in compessed air/oxygen 0.75/0.25	MED	MED bolus 0.04 mg/kg, maintanance 0.05 mg/kg	176	ventilated	53	na	37	2.1	pCO2 was stable, but not calibrated, most likely 5%	Bruker	Advance III	9.4	2 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	60	350 x 325 µm	9	1.2	0	600	1	mapshim	1st, 2nd	217391.3043	yes	LR	/	front paw	electrical 9 Hz 1.5 mA, 1 ms pulse lenght, 10s off - 5s on -15 s off	block	fiber in S1Fl; BOLD on the right					
added 04092057	Faber	02005	2005000	1	22	1	F344	female	> 3 month	154		in house		sensory	ISO	5 % Iso in 1L/min O2 followed by 1.2-1.5 % Iso in compessed air/oxygen 0.75/0.25	MED	MED bolus 0.04 mg/kg, maintanance 0.05 mg/kg	205	ventilated	53	na	36	3.3	pCO2 was stable, but not calibrated, most likely 5%	Bruker	Advance III	9.4	1 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	60	350 x 325 µm	9	1.2	0	600	1	mapshim	1st, 2nd	217391.3043	yes	LR	/	S1FL	optogenetic C1V1, 9 Hz, 10 ms pulse length, 10s off - 5s on -15 s off	block	fiber in S1Fl; the readoffset of the anatomy was -1,05949296226358 (instead of 0); BOLD on the right					
