jg.note	rat.owner	exclude	exclude.reason	rat.ds	rat.sub	rat.ses	rat.ID.orig	rat.session.date	rat.strain	rat.strain.orig	rat.sex	rat.age	rat.age.orig	rat.weight	rat.weight.orig	rat.vendor.source	rat.breeding.source	rat.comment	exp.type	anesthesia.induction	anesthesia.induction.dose	anesthesia.maintenance	anesthesia.maintenance.dose	anesthesia.route	anesthesia.post.induction.time	anesthesia.post.induction.time.orig	anesthesia.breathing.assistance	anesthesia.breathing.rate	anesthesia.breathing.rate.orig	anesthesia.heart.rate	anesthesia.heart.rate.orig	anesthesia.temperature.org	anesthesia.pCO2.orig	anesthesia.comment	MRI.vendor	MRI.console.orig	MRI.field.strength	MRI.coil.setup.orig	MRI.coil.design.orig	MRI.comment	anat.sequence	anat.contrast	anat.TR	anat.TE	func.sequence	func.TR	func.TE	func.FA	func.resolution.orig	func.n.slices	func.slice.thickness	func.slice.gap	func.volume	func.acceleration.factor.orig	func.shim.orig	func.shim.order.orig	func.bandwidth	func.FOVsat	func.readout.dir	func.comment	func.sensory.system	func.sensory.stimulation	func.sensory.onset	func.sensory.duration	func.sensory.comment
added 04092042	Faber			02003	200305	1	7	1	Fischer 344	F344	Female	2-4	> 3 month	150-200	188	Charles River			stimulus-evoked	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	NA	190	194	free-breathing	70	71	NA	na	37.6	na	/	Bruker	Advance III	9.4	2 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	65	350 x 325 µm	9	1.2	0	600	1.142857143	mapshim	1st, 2nd	192307.6923	yes	LR		forepaw	electric	10, 30, 50, 70, 90, 110, 130, 150, 170, 190, 210, 230, 250, 270		fiber in thalamus; BOLD on the left, electrical 9 Hz 1 mA, 1 ms pulse lenght, 10s off - 5s on -15 s off
added 04092043	Faber			02003	200306	1	8	1	Fischer 344	F344	Female	2-4	> 3 month	150-200	167	Charles River			stimulus-evoked	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	NA	90	86	free-breathing	40	41	NA	na	36.7	na	/	Bruker	Advance III	9.4	1 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	65	350 x 325 µm	9	1.2	0	600	1.142857143	mapshim	1st, 2nd	192307.6923	yes	LR		forepaw	electric	10, 30, 50, 70, 90, 110, 130, 150, 170, 190, 210, 230, 250, 270		BOLD on the left, electrical 9 Hz 1 mA, 1 ms pulse lenght, 10s off - 5s on -15 s off
added 04092044	Faber	yes	anat2template	02003	200307	1	9	1	Fischer 344	F344	Female	2-4	> 3 month	150-200	184	Charles River			stimulus-evoked	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	NA	150	151	free-breathing	40	38	NA	na	36.8	na	/	Bruker	Advance III	9.4	1 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	65	350 x 325 µm	9	1.2	0	600	1.142857143	mapshim	1st, 2nd	192307.6923	yes	LR		forepaw	electric	10, 30, 50, 70, 90, 110, 130, 150, 170, 190, 210, 230, 250, 270		fiber in S1Fl; BOLD on the right, electrical 9 Hz 1 mA, 1 ms pulse lenght, 10s off - 5s on -15 s off
added 04092045	Faber			02003	200308	1	10	1	Fischer 344	F344	Female	2-4	> 3 month	150-200	182	Charles River			stimulus-evoked	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	NA	90	90	free-breathing	50	52	NA	na	36.5	na	/	Bruker	Advance III	9.4	1 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	65	350 x 325 µm	9	1.2	0	600	1.142857143	mapshim	1st, 2nd	192307.6923	yes	LR		forepaw	electric	10, 30, 50, 70, 90, 110, 130, 150, 170, 190, 210, 230, 250, 270		BOLD on the left, electrical 9 Hz 1 mA, 1 ms pulse lenght, 10s off - 5s on -15 s off
added 04092046	Faber	yes	anat2template	02003	200309	1	11	1	Fischer 344	F344	Female	2-4	> 3 month	150-200	166	Charles River			stimulus-evoked	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	NA	70	72	free-breathing	60	62	NA	na	37	na	/	Bruker	Advance III	9.4	1 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	65	350 x 325 µm	9	1.2	0	600	1.142857143	mapshim	1st, 2nd	192307.6923	yes	LR		forepaw	electric	10, 30, 50, 70, 90, 110, 130, 150, 170, 190, 210, 230, 250, 270		BOLD on the right, electrical 9 Hz 1 mA, 1 ms pulse lenght, 10s off - 5s on -15 s off
added 04092047	Faber	yes	template2std	02004	200400	1	12	1	Fischer 344	F344	Female	2-4	> 3 month	200-250	201		in house		stimulus-evoked	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	NA	420	423	ventilated	50	50-55	NA	na	36.9	3	pCO2 was stable, but not calibrated, most likely 5%	Bruker	Advance III	9.4	2 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	60	350 x 325 µm	9	1.2	0	600	1	mapshim	1st, 2nd	217391.3043	yes	LR		forepaw	electric	10, 30, 50, 70, 90, 110, 130, 150, 170, 190, 210, 230, 250, 270		the readoffset of the anatomy was -0,804413815785366 (instead of 0); BOLD on the right, electrical 9 Hz 1.5 mA, 1 ms pulse lenght, 10s off - 5s on -15 s off
added 04092048	Faber	yes	template2std	02004	200401	1	13	1	Fischer 344	F344	Female	2-4	> 3 month	200-250	200	Charles River			stimulus-evoked	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	NA	170	165	ventilated	50	50-55	NA	na	36.1	2.2	pCO2 was stable, but not calibrated, most likely 5%	Bruker	Advance III	9.4	1 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	60	350 x 325 µm	9	1.2	0	600	1	mapshim	1st, 2nd	217391.3043	yes	LR		forepaw	electric	10, 30, 50, 70, 90, 110, 130, 150, 170, 190, 210, 230, 250, 270		the readoffset of the anatomy was 0,0707143086906729 (instead of 0); BOLD on the right, electrical 9 Hz 1.5 mA, 1 ms pulse lenght, 10s off - 5s on -15 s off
added 04092049	Faber	yes	template2std	02004	200402	1	14	1	Fischer 344	F344	Female	2-4	> 3 month	150-200	177	Charles River			stimulus-evoked	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	NA	320	322	ventilated	50	50	NA	na	36.9	3.5	pCO2 was stable, but not calibrated, most likely 5%	Bruker	Advance III	9.4	2 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	65	350 x 325 µm	9	1.2	0	600	1.142857143	mapshim	1st, 2nd	192307.6923	yes	LR		forepaw	electric	10, 30, 50, 70, 90, 110, 130, 150, 170, 190, 210, 230, 250, 270		fiber in thalamus; BOLD on the right, electrical 9 Hz 1.5 mA, 1 ms pulse lenght, 10s off - 5s on -15 s off
added 04092050	Faber	yes	template2std	02004	200403	1	15	1	Fischer 344	F344	Female	2-4	> 3 month	150-200	183		in house		stimulus-evoked	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	NA	190	191	ventilated	50	50-55	NA	na	36.7	3.3	pCO2 was stable, but not calibrated, most likely 5%	Bruker	Advance III	9.4	2 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	65	350 x 325 µm	9	1.2	0	600	1.142857143	mapshim	1st, 2nd	192307.6923	yes	LR		forepaw	electric	10, 30, 50, 70, 90, 110, 130, 150, 170, 190, 210, 230, 250, 270		BOLD on the right, electrical 9 Hz 1.5 mA, 1 ms pulse lenght, 10s off - 5s on -15 s off
added 04092051	Faber	yes	template2std	02004	200404	1	16	1	Fischer 344	F344	Female	2-4	> 3 month	150-200	181		in house		stimulus-evoked	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	NA	220	215	ventilated	50	50-55	NA	na	36.8	3.3	pCO2 was stable, but not calibrated, most likely 5%	Bruker	Advance III	9.4	2 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	65	350 x 325 µm	9	1.2	0	600	1.142857143	mapshim	1st, 2nd	192307.6923	yes	LR		forepaw	electric	10, 30, 50, 70, 90, 110, 130, 150, 170, 190, 210, 230, 250, 270		fiber in S1Fl; BOLD on the right, electrical 9 Hz 1.5 mA, 1 ms pulse lenght, 10s off - 5s on -15 s off
added 04092052	Faber	yes	template2std	02004	200405	1	17	1	Fischer 344	F344	Female	2-4	> 3 month	150-200	188		in house		stimulus-evoked	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	NA	200	197	ventilated	50	50-55	NA	na	36.7	5.6	pCO2 was stable, but not calibrated, most likely 5%	Bruker	Advance III	9.4	2 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	60	350 x 325 µm	9	1.2	0	600	1	mapshim	1st, 2nd	217391.3043	yes	LR		forepaw	electric	10, 30, 50, 70, 90, 110, 130, 150, 170, 190, 210, 230, 250, 270		fiber in S1Fl; BOLD on the right, electrical 9 Hz 1.5 mA, 1 ms pulse lenght, 10s off - 5s on -15 s off
added 04092053	Faber	yes	template2std	02004	200406	1	18	1	Fischer 344	F344	Female	2-4	> 3 month	150-200	173		in house		stimulus-evoked	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	NA	450	447	ventilated	50	53	NA	na	37.4	2.7	pCO2 was stable, but not calibrated, most likely 5%	Bruker	Advance III	9.4	2 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	60	350 x 325 µm	9	1.2	0	600	1	mapshim	1st, 2nd	217391.3043	yes	LR		forepaw	electric	10, 30, 50, 70, 90, 110, 130, 150, 170, 190, 210, 230, 250, 270		BOLD on the left, electrical 9 Hz 1.5 mA, 1 ms pulse lenght, 10s off - 5s on -15 s off
added 04092054	Faber	yes	template2std	02004	200407	1	19	1	Fischer 344	F344	Female	2-4	> 3 month	150-200	183	Charles River			stimulus-evoked	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	NA	270	268	ventilated	50	53	NA	na	37.5	2.2	pCO2 was stable, but not calibrated, most likely 5%	Bruker	Advance III	9.4	1 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	60	350 x 325 µm	9	1.2	0	600	1	mapshim	1st, 2nd	217391.3043	yes	LR		forepaw	electric	10, 30, 50, 70, 90, 110, 130, 150, 170, 190, 210, 230, 250, 270		fiber in S1Fl; BOLD on the right, electrical 9 Hz 1.5 mA, 1 ms pulse lenght, 10s off - 5s on -15 s off
added 04092055	Faber	yes	template2std	02004	200408	1	20	1	Fischer 344	F344	Female	2-4	> 3 month	200-250	204		in house		stimulus-evoked	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	NA	180	177	ventilated	50	53	NA	na	36.1	2.8	pCO2 was stable, but not calibrated, most likely 5%	Bruker	Advance III	9.4	2 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	60	350 x 325 µm	9	1.2	0	600	1	mapshim	1st, 2nd	217391.3043	yes	LR		forepaw	electric	10, 30, 50, 70, 90, 110, 130, 150, 170, 190, 210, 230, 250, 270		fiber in S1Fl; the readoffset of the anatomy was 1,24199456423929 (instead of 0); BOLD on the right, electrical 9 Hz 1.5 mA, 1 ms pulse lenght, 10s off - 5s on -15 s off
added 04092056	Faber	yes	template2std	02004	200409	1	21	1	Fischer 344	F344	Female	2-4	> 3 month	150-200	194		in house		stimulus-evoked	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	NA	180	176	ventilated	50	53	NA	na	37	2.1	pCO2 was stable, but not calibrated, most likely 5%	Bruker	Advance III	9.4	2 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	60	350 x 325 µm	9	1.2	0	600	1	mapshim	1st, 2nd	217391.3043	yes	LR		forepaw	electric	10, 30, 50, 70, 90, 110, 130, 150, 170, 190, 210, 230, 250, 270		fiber in S1Fl; BOLD on the right, electrical 9 Hz 1.5 mA, 1 ms pulse lenght, 10s off - 5s on -15 s off
added 04092057	Faber	yes	template2std	02005	200500	1	22	1	Fischer 344	F344	Female	2-4	> 3 month	150-200	154		in house		stimulus-evoked	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	NA	210	205	ventilated	50	53	NA	na	36	3.3	pCO2 was stable, but not calibrated, most likely 5%	Bruker	Advance III	9.4	1 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	60	350 x 325 µm	9	1.2	0	600	1	mapshim	1st, 2nd	217391.3043	yes	LR		S1FL	optogenetic	10, 30, 50, 70, 90, 110, 130, 150, 170, 190, 210, 230, 250, 270		fiber in S1Fl; the readoffset of the anatomy was -1,05949296226358 (instead of 0); BOLD on the right, optogenetic C1V1, 9 Hz, 10 ms pulse length, 10s off - 5s on -15 s off
added 04092058	Faber	yes	template2std	02005	200501	1	23	1	Fischer 344	F344	Female	2-4	> 3 month	200-250	200	Charles River			stimulus-evoked	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	NA	180	179	ventilated	50	53	NA	na	36.6	2	pCO2 was stable, but not calibrated, most likely 5%	Bruker	Advance III	9.4	1 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	60	350 x 325 µm	9	1.2	0	600	1	mapshim	1st, 2nd	217391.3043	yes	LR		S1FL	optogenetic	10, 30, 50, 70, 90, 110, 130, 150, 170, 190, 210, 230, 250, 270		fiber in S1Fl; BOLD on the right, optogenetic C1V1, 9 Hz, 10 ms pulse length, 10s off - 5s on -15 s off
added 04092059	Faber	yes	template2std	02005	200502	1	24	1	Fischer 344	F344	Female	2-4	> 3 month	150-200	193	Charles River			stimulus-evoked	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	NA	220	222	ventilated	50	53	NA	na	37.1	2.2	pCO2 was stable, but not calibrated, most likely 5%	Bruker	Advance III	9.4	1 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	60	350 x 325 µm	9	1.2	0	600	1	mapshim	1st, 2nd	217391.3043	yes	LR		S1FL	optogenetic	10, 30, 50, 70, 90, 110, 130, 150, 170, 190, 210, 230, 250, 270		fiber in S1Fl; BOLD on the left, optogenetic C1V1, 9 Hz, 10 ms pulse length, 10s off - 5s on -15 s off
added 04092060	Faber	yes	template2std	02005	200503	1	25	1	Fischer 344	F344	Female	2-4	> 3 month	150-200	176		in house		stimulus-evoked	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	NA	220	221	ventilated	50	53	NA	na	37.4	2.5	pCO2 was stable, but not calibrated, most likely 5%	Bruker	Advance III	9.4	1 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	60	350 x 325 µm	9	1.2	0	600	1	mapshim	1st, 2nd	217391.3043	yes	LR		S1FL	optogenetic	10, 30, 50, 70, 90, 110, 130, 150, 170, 190, 210, 230, 250, 270		fiber in S1Fl; BOLD on the right, optogenetic C1V1, 9 Hz, 10 ms pulse length, 10s off - 5s on -15 s off
added 04092061	Faber	yes	template2std	02005	200504	1	26	1	Fischer 344	F344	Female	2-4	> 3 month	150-200	184		in house		stimulus-evoked	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	NA	240	235	ventilated	50	53	NA	na	37	2.4	pCO2 was stable, but not calibrated, most likely 5%	Bruker	Advance III	9.4	1 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	60	350 x 325 µm	9	1.2	0	600	1	mapshim	1st, 2nd	217391.3043	yes	LR		S1FL	optogenetic	10, 30, 50, 70, 90, 110, 130, 150, 170, 190, 210, 230, 250, 270		fiber in S1Fl; the readoffset of the anatomy was 0,582167042707569 (instead of 0); BOLD on the right, optogenetic C1V1, 9 Hz, 10 ms pulse length, 10s off - 5s on -15 s off
added 04092062	Faber	yes	template2std	02005	200505	1	27	1	Fischer 344	F344	Female	2-4	> 3 month	150-200	188		in house		stimulus-evoked	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	NA	210	213	ventilated	50	53	NA	na	37	3.7	pCO2 was stable, but not calibrated, most likely 5%	Bruker	Advance III	9.4	1 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	60	350 x 325 µm	9	1.2	0	600	1	mapshim	1st, 2nd	217391.3043	yes	LR		S1FL	optogenetic	10, 30, 50, 70, 90, 110, 130, 150, 170, 190, 210, 230, 250, 270		fiber in S1Fl; BOLD on the right, optogenetic C1V1, 9 Hz, 10 ms pulse length, 10s off - 5s on -15 s off
added 04092063	Faber	yes	template2std	02005	200506	1	28	1	Fischer 344	F344	Female	2-4	> 3 month	150-200	188		in house		stimulus-evoked	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	NA	220	217	ventilated	50	53	NA	na	37.4	5.7	pCO2 was stable, but not calibrated, most likely 5%	Bruker	Advance III	9.4	2 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	60	350 x 325 µm	9	1.2	0	600	1	mapshim	1st, 2nd	217391.3043	yes	LR		S1FL	optogenetic	10, 30, 50, 70, 90, 110, 130, 150, 170, 190, 210, 230, 250, 270		fiber in S1Fl; BOLD on the right, optogenetic C1V1, 9 Hz, 10 ms pulse length, 10s off - 5s on -15 s off
added 04092064	Faber	yes	template2std	02005	200507	1	29	1	Fischer 344	F344	Female	2-4	> 3 month	150-200	188		in house		stimulus-evoked	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	NA	280	280	ventilated	50	53	NA	na	36.5	2.6	pCO2 was stable, but not calibrated, most likely 5%	Bruker	Advance III	9.4	2 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	65	350 x 325 µm	9	1.2	0	600	1.142857143	mapshim	1st, 2nd	192307.6923	yes	LR		S1FL	optogenetic	10, 30, 50, 70, 90, 110, 130, 150, 170, 190, 210, 230, 250, 270		fiber in S1Fl; BOLD on the right, optogenetic C1V1, 9 Hz, 10 ms pulse length, 10s off - 5s on -15 s off
added 04092065	Faber	yes	template2std	02005	200508	1	30	1	Fischer 344	F344	Female	2-4	> 3 month	150-200	175		in house		stimulus-evoked	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	NA	350	351	ventilated	50	53	NA	na	37.5	3.1	pCO2 was stable, but not calibrated, most likely 5%	Bruker	Advance III	9.4	2 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	65	350 x 325 µm	9	1.2	0	600	1.142857143	mapshim	1st, 2nd	192307.6923	yes	LR		S1FL	optogenetic	10, 30, 50, 70, 90, 110, 130, 150, 170, 190, 210, 230, 250, 270		fiber in S1Fl; BOLD on the right, optogenetic C1V1, 9 Hz, 10 ms pulse length, 10s off - 5s on -15 s off
added 04092066	Faber	yes	template2std	02005	200509	1	31	1	Fischer 344	F344	Female	2-4	> 3 month	200-250	204		in house		stimulus-evoked	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	NA	390	391	ventilated	50	53	NA	na	36.9	3.1	pCO2 was stable, but not calibrated, most likely 5%	Bruker	Advance III	9.4	2 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	60	350 x 325 µm	9	1.2	0	600	1	mapshim	1st, 2nd	217391.3043	yes	LR		S1FL	optogenetic	10, 30, 50, 70, 90, 110, 130, 150, 170, 190, 210, 230, 250, 270		fiber in S1Fl; the readoffset of the anatomy was 1,24199456423929 (instead of 0); BOLD on the right, optogenetic C1V1, 9 Hz, 10 ms pulse length, 10s off - 5s on -15 s off
added 04092066	Nikko			02006	200600	1	sub-01	20.02.2017	Wistar	Wistar	Female	6-8	3 - 10 months	250-300	290	Charles Rivers		exact age unknown	stimulus-evoked	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	NA	210	214	free-breathing	80	81.84	240	240.58	36.29		route SC, supine position	Bruker		9.4	T volume 86 mm / R surface 4-channel	phased array		turboRARE	T2	3.7	0.033	GE-EPI	1.5	0.015	90	0.2	30	0.5	0	220	1	mapshim	1st + 2nd	375000	no	LR		forepaw	electric	60, 150, 240	30, 30, 30	Electrical Forepaw Stimulation - 9Hz 3mA 0.3ms pulse width
added 04092067	Nikko			02006	200601	1	sub-02	22.02.2017	Wistar	Wistar	Female	6-8	3 - 10 months	300-350	300	Charles Rivers		exact age unknown	stimulus-evoked	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	NA	160	163	free-breathing	80	75.35	280	284.75	36.77		route SC, supine position	Bruker		9.4	T volume 86 mm / R surface 4-channel	phased array		turboRARE	T2	3.7	0.033	GE-EPI	1.5	0.015	90	0.2	30	0.5	0	220	1	mapshim	1st + 2nd	375000	no	LR		forepaw	electric	60, 150, 240	30, 30, 30	Electrical Forepaw Stimulation - 9Hz 3mA 0.3ms pulse width
added 04092068	Nikko	yes	epi2anat	02006	200602	1	sub-03	23.02.2017	Wistar	Wistar	Female	6-8	3 - 10 months	300-350	300	Charles Rivers		exact age unknown	stimulus-evoked	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	NA	170	169	free-breathing	50	53.41	210	206.49	36.6		route SC, supine position	Bruker		9.4	T volume 86 mm / R surface 4-channel	phased array		turboRARE	T2	3.7	0.033	GE-EPI	1.5	0.015	90	0.2	30	0.5	0	220	1	mapshim	1st + 2nd	375000	no	LR		forepaw	electric	60, 150, 240	30, 30, 30	Electrical Forepaw Stimulation - 9Hz 3mA 0.3ms pulse width
added 04092069	Nikko			02006	200603	1	sub-04	24.02.2017	Wistar	Wistar	Female	6-8	3 - 10 months	300-350	300	Charles Rivers		exact age unknown	stimulus-evoked	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	NA	180	184	free-breathing	80	81.07	220	224.35	36.6		route SC, supine position	Bruker		9.4	T volume 86 mm / R surface 4-channel	phased array		turboRARE	T2	3.7	0.033	GE-EPI	1.5	0.015	90	0.2	30	0.5	0	220	1	mapshim	1st + 2nd	375000	no	LR		forepaw	electric	60, 150, 240	30, 30, 30	Electrical Forepaw Stimulation - 9Hz 3mA 0.3ms pulse width
added 04092070	Nikko	yes	epi2anat	02006	200604	1	sub-05	27.02.2017	Wistar	Wistar	Female	6-8	3 - 10 months	350-400	360	Charles Rivers		exact age unknown	stimulus-evoked	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	NA	170	169	free-breathing	70	74.21	230	229.28	37.08		route SC, supine position	Bruker		9.4	T volume 86 mm / R surface 4-channel	phased array		turboRARE	T2	3.7	0.033	GE-EPI	1.5	0.015	90	0.2	30	0.5	0	220	1	mapshim	1st + 2nd	375000	no	LR		forepaw	electric	60, 150, 240	30, 30, 30	Electrical Forepaw Stimulation - 9Hz 3mA 0.3ms pulse width
added 04092071	Nikko			02006	200605	1	sub-13	18.01.2018	Wistar	Wistar	Female	6-8	3 - 10 months	400-450	420	Charles Rivers		exact age unknown	stimulus-evoked	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	NA	100	102	free-breathing	110	113.45	250	249.03	37.06		route IV, supine position	Bruker		9.4	T volume 86 mm / R surface 4-channel	phased array		turboRARE	T2	5.225	0.033	GE-EPI	1.5	0.015	90	0.2	30	0.5	0	220	1	mapshim	1st + 2nd	375000	no	LR		forepaw	electric	60, 150, 240	30, 30, 30	Electrical Forepaw Stimulation - 9Hz 3mA 0.3ms pulse width
added 04092072	Nikko	yes	epi2anat	02006	200606	1	sub-14	19.01.2018	Wistar	Wistar	Female	6-8	3 - 10 months	300-350	310	Charles Rivers		exact age unknown	stimulus-evoked	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	NA	170	171	free-breathing	90	90.59	260	262.24	36.59		route IV, supine position	Bruker		9.4	T volume 86 mm / R surface 4-channel	phased array		turboRARE	T2	5.225	0.033	GE-EPI	1.5	0.015	90	0.2	30	0.5	0	220	1	mapshim	1st + 2nd	375000	no	LR		forepaw	electric	60, 150, 240	30, 30, 30	Electrical Forepaw Stimulation - 9Hz 3mA 0.3ms pulse width
added 04092073	Nikko			02006	200607	1	sub-15	22.01.2018	Wistar	Wistar	Female	6-8	3 - 10 months	300-350	330	Charles Rivers		exact age unknown	stimulus-evoked	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	NA	140	138	free-breathing	110	112.65	290	287.28	37.29		route IV, supine position	Bruker		9.4	T volume 86 mm / R surface 4-channel	phased array		turboRARE	T2	5.225	0.033	GE-EPI	1.5	0.015	90	0.2	30	0.5	0	220	1	mapshim	1st + 2nd	375000	no	LR		forepaw	electric	60, 150, 240	30, 30, 30	Electrical Forepaw Stimulation - 9Hz 3mA 0.3ms pulse width
added 04092074	Nikko	yes	epi2anat	02006	200608	1	sub-16	24.01.2018	Wistar	Wistar	Female	6-8	3 - 10 months	350-400	360	Charles Rivers		exact age unknown	stimulus-evoked	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	NA	200	201	free-breathing	90	86.75	210	205.06	36.94		route IV, supine position	Bruker		9.4	T volume 86 mm / R surface 4-channel	phased array		turboRARE	T2	5.225	0.033	GE-EPI	1.5	0.015	90	0.2	30	0.5	0	220	1	mapshim	1st + 2nd	375000	no	LR		forepaw	electric	60, 150, 240	30, 30, 30	Electrical Forepaw Stimulation - 9Hz 3mA 0.3ms pulse width
added 04092075	Nikko	yes	epi2anat	02006	200609	1	sub-17	25.01.2018	Wistar	Wistar	Female	6-8	3 - 10 months	300-350	305	Charles Rivers		exact age unknown	stimulus-evoked	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	NA	160	156	free-breathing	110	110.49	290	285.59	37.47		route IV, supine position	Bruker		9.4	T volume 86 mm / R surface 4-channel	phased array		turboRARE	T2	5.225	0.033	GE-EPI	1.5	0.015	90	0.2	30	0.5	0	220	1	mapshim	1st + 2nd	375000	no	LR		forepaw	electric	60, 150, 240	30, 30, 30	Electrical Forepaw Stimulation - 9Hz 3mA 0.3ms pulse width
added 20092020	HRM			02007	200700	1	sub-001 run-01	2010	Sprague Dawley	Sprague Dawley	Female	4-6	4 months	250-300	280	Charles River			stimulus-evoked	isoflurane / medetomidine	2 / 0.05	medetomidine	0.1	s.c.	40	~40 min	free-breathing	70	60-80 bpm	140	120-160 bpm	37.5°C +/- 0.5°C	n.a.	protocol from Weber et al., 2006 (doi:10.1016/j.neuroimage.2005.08.028), freely breathing, O2:air 20:95	Bruker	BioSpec 94 30	9.4	surface coil (receive-only) + volume transmission coil	four-element quadrature surface coil		RARE	T2	7	0.049	GE-EPI	2	0.015	60	64x64	20	1.5	0	NA	none	PRESS voxel	1st order	250000		LR		forepaw	electric	30 s block pulse trains	see events.tsv	electrical stimuli 2mA 9Hz paw
